Start training VAE...
	Epoch 1 complete! 	Average Loss:  135.67269539401607
	Epoch 2 complete! 	Average Loss:  99.70840580655259
Finish!!
         10377872 function calls (10233797 primitive calls) in 39.671 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 symbolic_opset9.py:869(_max_pool)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:925(_avg_pool)
        6    0.000    0.000    0.000    0.000 symbolic_opset9.py:956(_adaptive_pool)
        1    0.000    0.000    0.008    0.008 symbolic_registry.py:1(<module>)
       12    0.000    0.000    0.000    0.000 symbolic_registry.py:76(is_registered_version)
       12    0.000    0.000    0.000    0.000 symbolic_registry.py:81(register_op)
        1    0.000    0.000    0.001    0.001 sysconfig.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:103(_safe_realpath)
        1    0.000    0.000    0.000    0.000 sysconfig.py:124(_is_python_source_dir)
        2    0.000    0.000    0.000    0.000 sysconfig.py:133(_fix_pcbuild)
        1    0.000    0.000    0.000    0.000 sysconfig.py:141(is_python_build)
        2    0.000    0.000    0.000    0.000 sysconfig.py:184(_get_default_scheme)
        1    0.000    0.000    0.000    0.000 sysconfig.py:626(get_platform)
        1    0.000    0.000    0.001    0.001 tararchivereader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tararchivereader.py:10(TarArchiveReaderIterDataPipe)
        1    0.000    0.000    0.000    0.000 tarfile.py:1425(TarFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:266(TarError)
        1    0.000    0.000    0.000    0.000 tarfile.py:269(ExtractError)
        1    0.000    0.000    0.000    0.000 tarfile.py:272(ReadError)
        1    0.000    0.000    0.000    0.000 tarfile.py:275(CompressionError)
        1    0.000    0.000    0.000    0.000 tarfile.py:278(StreamError)
        1    0.000    0.000    0.000    0.000 tarfile.py:281(HeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:284(EmptyHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:287(TruncatedHeaderError)
        1    0.000    0.000    0.003    0.003 tarfile.py:29(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:290(EOFHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:293(InvalidHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:296(SubsequentHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:303(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:327(_Stream)
        1    0.000    0.000    0.000    0.000 tarfile.py:569(_StreamProxy)
        1    0.000    0.000    0.000    0.000 tarfile.py:599(_FileInFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:703(ExFileObject)
        1    0.000    0.000    0.000    0.000 tarfile.py:714(TarInfo)
        1    0.000    0.000    0.021    0.021 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:124(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:407(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:450(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:623(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:766(TemporaryDirectory)
      134    0.001    0.000    0.005    0.000 textwrap.py:414(dedent)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1127(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1209(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 threading.py:1262(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1292(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1294(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1313(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:216(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:228(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:256(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:259(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:271(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:351(notify)
        1    0.000    0.000    0.000    0.000 threading.py:374(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:386(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:469(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:510(Event)
        1    0.000    0.000    0.000    0.000 threading.py:521(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:535(set)
        1    0.000    0.000    0.000    0.000 threading.py:589(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:743(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:768(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 threading.py:778(<listcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:784(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:795(__init__)
        4    0.000    0.000    0.000    0.000 threading.py:82(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:936(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:940(_set_native_id)
        1    0.000    0.000    0.000    0.000 threading.py:943(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 threading.py:95(_RLock)
        1    0.000    0.000    0.000    0.000 throughput_benchmark.py:2(<module>)
        1    0.000    0.000    0.000    0.000 throughput_benchmark.py:26(ExecutionStats)
        1    0.000    0.000    0.000    0.000 throughput_benchmark.py:61(ThroughputBenchmark)
       11    0.000    0.000    0.001    0.000 tokenize.py:295(detect_encoding)
       15    0.000    0.000    0.001    0.000 tokenize.py:319(read_or_stop)
       15    0.000    0.000    0.000    0.000 tokenize.py:325(find_cookie)
       11    0.000    0.000    0.002    0.000 tokenize.py:388(open)
     1260    0.004    0.000    0.020    0.000 tokenize.py:429(_tokenize)
       26    0.000    0.000    0.000    0.000 tokenize.py:612(generate_tokens)
     1116    0.001    0.000    0.012    0.000 tokenize.py:98(_compile)
        1    0.000    0.000    0.550    0.550 torch_version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 torch_version.py:11(TorchVersion)
        1    0.000    0.000    0.000    0.000 trace_dependencies.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        2    0.000    0.000    0.004    0.002 traceback.py:193(format_stack)
       28    0.000    0.000    0.009    0.000 traceback.py:200(extract_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
      120    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
        2    0.000    0.000    0.000    0.000 traceback.py:27(format_list)
       26    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
      210    0.000    0.000    0.006    0.000 traceback.py:285(line)
      148    0.000    0.000    0.000    0.000 traceback.py:292(walk_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:318(StackSummary)
       28    0.001    0.000    0.009    0.000 traceback.py:321(extract)
        2    0.000    0.000    0.000    0.000 traceback.py:369(from_list)
        2    0.000    0.000    0.000    0.000 traceback.py:388(format)
        1    0.000    0.000    0.000    0.000 traceback.py:440(TracebackException)
        1    0.000    0.000    0.000    0.000 transform.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transform.py:63(GeneralizedRCNNTransform)
        1    0.000    0.000    0.001    0.001 transformed_distribution.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transformed_distribution.py:10(TransformedDistribution)
        1    0.000    0.000    0.000    0.000 transformer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transformer.py:16(Transformer)
        1    0.000    0.000    0.000    0.000 transformer.py:162(TransformerEncoder)
        1    0.000    0.000    0.000    0.000 transformer.py:206(TransformerDecoder)
        1    0.000    0.000    0.000    0.000 transformer.py:258(TransformerEncoderLayer)
        1    0.000    0.000    0.000    0.000 transformer.py:359(TransformerDecoderLayer)
        2    0.000    0.000    0.014    0.007 transforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:1035(LinearTransformation)
        1    0.000    0.000    0.000    0.000 transforms.py:104(PILToTensor)
        1    0.000    0.000    0.000    0.000 transforms.py:1046(StackTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1103(ColorJitter)
        1    0.000    0.000    0.000    0.000 transforms.py:1215(RandomRotation)
        1    0.000    0.000    0.000    0.000 transforms.py:128(ConvertImageDtype)
        1    0.000    0.000    0.000    0.000 transforms.py:1319(RandomAffine)
        1    0.000    0.000    0.000    0.000 transforms.py:1486(Grayscale)
        1    0.000    0.000    0.000    0.000 transforms.py:1520(RandomGrayscale)
        1    0.000    0.000    0.000    0.000 transforms.py:155(ToPILImage)
        1    0.000    0.000    0.000    0.000 transforms.py:1557(RandomErasing)
        1    0.000    0.000    0.000    0.000 transforms.py:1691(GaussianBlur)
        1    0.000    0.000    0.000    0.000 transforms.py:1789(RandomInvert)
        1    0.000    0.000    0.000    0.000 transforms.py:1819(RandomPosterize)
        1    0.000    0.000    0.000    0.000 transforms.py:1851(RandomSolarize)
        1    0.000    0.000    0.000    0.000 transforms.py:1883(RandomAdjustSharpness)
        1    0.000    0.000    0.000    0.000 transforms.py:1915(RandomAutocontrast)
        1    0.000    0.000    0.000    0.000 transforms.py:194(Normalize)
        1    0.000    0.000    0.000    0.000 transforms.py:1945(RandomEqualize)
        1    0.000    0.000    0.000    0.000 transforms.py:201(_InverseTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:232(Resize)
        1    0.000    0.000    0.000    0.000 transforms.py:262(ComposeTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:272(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:28(Compose)
        1    0.000    0.000    0.000    0.000 transforms.py:312(Scale)
        1    0.000    0.000    0.000    0.000 transforms.py:322(CenterCrop)
        1    0.000    0.000    0.000    0.000 transforms.py:352(Pad)
        1    0.000    0.000    0.000    0.000 transforms.py:38(Transform)
        1    0.000    0.000    0.000    0.000 transforms.py:383(IndependentTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:424(Lambda)
        1    0.000    0.000    0.000    0.000 transforms.py:443(RandomTransforms)
        1    0.000    0.000    0.000    0.000 transforms.py:451(ReshapeTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:467(RandomApply)
        1    0.000    0.000    0.000    0.000 transforms.py:509(RandomOrder)
        1    0.000    0.000    0.000    0.000 transforms.py:513(ExpTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:520(RandomChoice)
        1    0.000    0.000    0.000    0.000 transforms.py:535(PowerTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:539(RandomCrop)
        1    0.000    0.000    0.000    0.000 transforms.py:56(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:579(SigmoidTransform)
   120100    0.167    0.000   13.917    0.000 transforms.py:59(__call__)
        1    0.000    0.000    0.000    0.000 transforms.py:603(TanhTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:639(AbsTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:650(RandomHorizontalFlip)
        1    0.000    0.000    0.000    0.000 transforms.py:656(AffineTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:680(RandomVerticalFlip)
        1    0.000    0.000    0.000    0.000 transforms.py:710(RandomPerspective)
        1    0.000    0.000    0.000    0.000 transforms.py:73(ToTensor)
        1    0.000    0.000    0.000    0.000 transforms.py:752(CorrCholeskyTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:810(RandomResizedCrop)
        1    0.000    0.000    0.000    0.000 transforms.py:834(SoftmaxTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:86(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:869(StickBreakingTransform)
   120100    0.358    0.000   13.750    0.000 transforms.py:90(__call__)
        1    0.000    0.000    0.000    0.000 transforms.py:924(LowerCholeskyTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:930(RandomSizedCrop)
        1    0.000    0.000    0.000    0.000 transforms.py:940(FiveCrop)
        1    0.001    0.001    0.001    0.001 transforms.py:945(CatTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:986(TenCrop)
        1    0.000    0.000    0.003    0.003 twodim_base.py:1(<module>)
        1    0.000    0.000    0.002    0.002 type_check.py:1(<module>)
        1    0.000    0.000    0.001    0.001 types.py:1(<module>)
     1177    0.001    0.000    0.001    0.000 types.py:171(__get__)
        1    0.000    0.000    0.000    0.000 types.py:35(Storage)
       64    0.000    0.000    0.000    0.000 typing.py:1002(__init_subclass__)
        4    0.000    0.000    0.000    0.000 typing.py:1060(_get_protocol_attrs)
        2    0.000    0.000    0.000    0.000 typing.py:1077(_is_callable_members_only)
       18    0.000    0.000    0.000    0.000 typing.py:1079(<genexpr>)
        2    0.000    0.000    0.000    0.000 typing.py:1110(__instancecheck__)
        4    0.000    0.000    0.000    0.000 typing.py:1118(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:1161(__init_subclass__)
        2    0.000    0.000    0.000    0.000 typing.py:1166(<genexpr>)
     1156    0.001    0.000    0.001    0.000 typing.py:128(_type_convert)
       33    0.000    0.000    0.000    0.000 typing.py:1353(cast)
       32    0.000    0.000    0.000    0.000 typing.py:1364(_get_defaults)
     1115    0.004    0.000    0.007    0.000 typing.py:137(_type_check)
       32    0.000    0.000    0.001    0.000 typing.py:1389(get_type_hints)
       32    0.000    0.000    0.000    0.000 typing.py:1473(<dictcomp>)
    29/12    0.000    0.000    0.000    0.000 typing.py:1476(_strip_annotations)
    31/20    0.000    0.000    0.000    0.000 typing.py:1482(<genexpr>)
       13    0.000    0.000    0.000    0.000 typing.py:1589(overload)
    25/14    0.000    0.000    0.000    0.000 typing.py:168(_type_repr)
       10    0.000    0.000    0.002    0.000 typing.py:1818(_make_nmtuple)
       10    0.000    0.000    0.000    0.000 typing.py:1819(<listcomp>)
       10    0.000    0.000    0.000    0.000 typing.py:1820(<dictcomp>)
       10    0.000    0.000    0.002    0.000 typing.py:1838(__new__)
       10    0.000    0.000    0.000    0.000 typing.py:1851(<listcomp>)
      549    0.002    0.000    0.002    0.000 typing.py:189(_collect_type_vars)
       10    0.000    0.000    0.000    0.000 typing.py:1899(_namedtuple_mro_entries)
      310    0.000    0.000    0.000    0.000 typing.py:200(<listcomp>)
      210    0.000    0.000    0.000    0.000 typing.py:204(_check_generic)
      203    0.000    0.000    0.001    0.000 typing.py:216(_deduplicate)
      203    0.001    0.000    0.002    0.000 typing.py:230(_remove_dups_flatten)
        2    0.000    0.000    0.000    0.000 typing.py:261(_tp_cache)
        2    0.000    0.000    0.000    0.000 typing.py:265(decorator)
2582/2448    0.003    0.000    0.032    0.000 typing.py:269(inner)
    29/12    0.000    0.000    0.000    0.000 typing.py:283(_eval_type)
    31/20    0.000    0.000    0.000    0.000 typing.py:292(<genexpr>)
